stock_name,Basic EPS (Rs.)_yr1,Basic EPS (Rs.)_yr2,Basic EPS (Rs.)_yr3,Basic EPS (Rs.)_yr4,Basic EPS (Rs.)_yr5,Diluted EPS (Rs.)_yr1,Diluted EPS (Rs.)_yr2,Diluted EPS (Rs.)_yr3,Diluted EPS (Rs.)_yr4,Diluted EPS (Rs.)_yr5,Cash EPS (Rs.)_yr1,Cash EPS (Rs.)_yr2,Cash EPS (Rs.)_yr3,Cash EPS (Rs.)_yr4,Cash EPS (Rs.)_yr5,Book Value [ExclRevalReserve]/Share (Rs.)_yr1,Book Value [ExclRevalReserve]/Share (Rs.)_yr2,Book Value [ExclRevalReserve]/Share (Rs.)_yr3,Book Value [ExclRevalReserve]/Share (Rs.)_yr4,Book Value [ExclRevalReserve]/Share (Rs.)_yr5,Book Value [InclRevalReserve]/Share (Rs.)_yr1,Book Value [InclRevalReserve]/Share (Rs.)_yr2,Book Value [InclRevalReserve]/Share (Rs.)_yr3,Book Value [InclRevalReserve]/Share (Rs.)_yr4,Book Value [InclRevalReserve]/Share (Rs.)_yr5,Dividend / Share(Rs.)_yr1,Dividend / Share(Rs.)_yr2,Dividend / Share(Rs.)_yr3,Dividend / Share(Rs.)_yr4,Dividend / Share(Rs.)_yr5,Revenue from Operations/Share (Rs.)_yr1,Revenue from Operations/Share (Rs.)_yr2,Revenue from Operations/Share (Rs.)_yr3,Revenue from Operations/Share (Rs.)_yr4,Revenue from Operations/Share (Rs.)_yr5,PBDIT/Share (Rs.)_yr1,PBDIT/Share (Rs.)_yr2,PBDIT/Share (Rs.)_yr3,PBDIT/Share (Rs.)_yr4,PBDIT/Share (Rs.)_yr5,PBIT/Share (Rs.)_yr1,PBIT/Share (Rs.)_yr2,PBIT/Share (Rs.)_yr3,PBIT/Share (Rs.)_yr4,PBIT/Share (Rs.)_yr5,PBT/Share (Rs.)_yr1,PBT/Share (Rs.)_yr2,PBT/Share (Rs.)_yr3,PBT/Share (Rs.)_yr4,PBT/Share (Rs.)_yr5,Net Profit/Share (Rs.)_yr1,Net Profit/Share (Rs.)_yr2,Net Profit/Share (Rs.)_yr3,Net Profit/Share (Rs.)_yr4,Net Profit/Share (Rs.)_yr5,PBDIT Margin (%)_yr1,PBDIT Margin (%)_yr2,PBDIT Margin (%)_yr3,PBDIT Margin (%)_yr4,PBDIT Margin (%)_yr5,PBIT Margin (%)_yr1,PBIT Margin (%)_yr2,PBIT Margin (%)_yr3,PBIT Margin (%)_yr4,PBIT Margin (%)_yr5,PBT Margin (%)_yr1,PBT Margin (%)_yr2,PBT Margin (%)_yr3,PBT Margin (%)_yr4,PBT Margin (%)_yr5,Net Profit Margin (%)_yr1,Net Profit Margin (%)_yr2,Net Profit Margin (%)_yr3,Net Profit Margin (%)_yr4,Net Profit Margin (%)_yr5,Return on Networth / Equity (%)_yr1,Return on Networth / Equity (%)_yr2,Return on Networth / Equity (%)_yr3,Return on Networth / Equity (%)_yr4,Return on Networth / Equity (%)_yr5,Return on Capital Employed (%)_yr1,Return on Capital Employed (%)_yr2,Return on Capital Employed (%)_yr3,Return on Capital Employed (%)_yr4,Return on Capital Employed (%)_yr5,Return on Assets (%)_yr1,Return on Assets (%)_yr2,Return on Assets (%)_yr3,Return on Assets (%)_yr4,Return on Assets (%)_yr5,Total Debt/Equity (X)_yr1,Total Debt/Equity (X)_yr2,Total Debt/Equity (X)_yr3,Total Debt/Equity (X)_yr4,Total Debt/Equity (X)_yr5,Asset Turnover Ratio (%)_yr1,Asset Turnover Ratio (%)_yr2,Asset Turnover Ratio (%)_yr3,Asset Turnover Ratio (%)_yr4,Asset Turnover Ratio (%)_yr5,Current Ratio (X)_yr1,Current Ratio (X)_yr2,Current Ratio (X)_yr3,Current Ratio (X)_yr4,Current Ratio (X)_yr5,Quick Ratio (X)_yr1,Quick Ratio (X)_yr2,Quick Ratio (X)_yr3,Quick Ratio (X)_yr4,Quick Ratio (X)_yr5,Inventory Turnover Ratio (X)_yr1,Inventory Turnover Ratio (X)_yr2,Inventory Turnover Ratio (X)_yr3,Inventory Turnover Ratio (X)_yr4,Inventory Turnover Ratio (X)_yr5,Dividend Payout Ratio (NP) (%)_yr1,Dividend Payout Ratio (NP) (%)_yr2,Dividend Payout Ratio (NP) (%)_yr3,Dividend Payout Ratio (NP) (%)_yr4,Dividend Payout Ratio (NP) (%)_yr5,Dividend Payout Ratio (CP) (%)_yr1,Dividend Payout Ratio (CP) (%)_yr2,Dividend Payout Ratio (CP) (%)_yr3,Dividend Payout Ratio (CP) (%)_yr4,Dividend Payout Ratio (CP) (%)_yr5,Earnings Retention Ratio (%)_yr1,Earnings Retention Ratio (%)_yr2,Earnings Retention Ratio (%)_yr3,Earnings Retention Ratio (%)_yr4,Earnings Retention Ratio (%)_yr5,Cash Earnings Retention Ratio (%)_yr1,Cash Earnings Retention Ratio (%)_yr2,Cash Earnings Retention Ratio (%)_yr3,Cash Earnings Retention Ratio (%)_yr4,Cash Earnings Retention Ratio (%)_yr5,Enterprise Value (Cr.)_yr1,Enterprise Value (Cr.)_yr2,Enterprise Value (Cr.)_yr3,Enterprise Value (Cr.)_yr4,Enterprise Value (Cr.)_yr5,EV/Net Operating Revenue (X)_yr1,EV/Net Operating Revenue (X)_yr2,EV/Net Operating Revenue (X)_yr3,EV/Net Operating Revenue (X)_yr4,EV/Net Operating Revenue (X)_yr5,EV/EBITDA (X)_yr1,EV/EBITDA (X)_yr2,EV/EBITDA (X)_yr3,EV/EBITDA (X)_yr4,EV/EBITDA (X)_yr5,MarketCap/Net Operating Revenue (X)_yr1,MarketCap/Net Operating Revenue (X)_yr2,MarketCap/Net Operating Revenue (X)_yr3,MarketCap/Net Operating Revenue (X)_yr4,MarketCap/Net Operating Revenue (X)_yr5,Retention Ratios (%)_yr1,Retention Ratios (%)_yr2,Retention Ratios (%)_yr3,Retention Ratios (%)_yr4,Retention Ratios (%)_yr5,Price/BV (X)_yr1,Price/BV (X)_yr2,Price/BV (X)_yr3,Price/BV (X)_yr4,Price/BV (X)_yr5,Price/Net Operating Revenue_yr1,Price/Net Operating Revenue_yr2,Price/Net Operating Revenue_yr3,Price/Net Operating Revenue_yr4,Price/Net Operating Revenue_yr5,Earnings Yield_yr1,Earnings Yield_yr2,Earnings Yield_yr3,Earnings Yield_yr4,Earnings Yield_yr5
Mahanagar Gas Ltd.,79.98,60.43,62.72,80.33,55.31,79.98,60.43,62.72,80.33,55.31,103.38,80.30,80.31,96.71,68.06,418.53,364.18,327.24,298.92,242.86,418.53,364.18,327.24,298.92,242.86,26.00,25.00,23.00,35.00,20.00,637.71,360.42,217.92,300.89,282.56,131.21,102.26,102.70,116.60,97.51,107.81,82.39,85.12,100.23,84.76,106.86,81.62,84.39,99.57,84.73,79.98,60.43,62.72,80.33,55.31,20.57,28.37,47.12,38.75,34.50,16.90,22.85,39.06,33.31,29.99,16.75,22.64,38.72,33.09,29.98,12.54,16.76,28.78,26.69,19.57,19.11,16.59,19.16,26.87,22.77,23.81,20.82,24.09,31.12,31.95,13.09,11.40,13.46,19.22,15.87,0.00,0.00,0.00,0.00,0.00,1.12,0.72,46.78,71.99,81.11,1.29,1.39,1.58,1.59,1.43,1.26,1.37,1.56,1.57,1.41,144.66,0.00,97.12,160.07,145.99,0.00,15.71,55.00,11.82,17.17,0.00,11.83,42.96,9.82,13.95,0.00,84.29,45.00,88.18,82.83,0.00,88.17,57.04,90.18,86.05,"9,495.54","7,235.53","11,017.49","7,850.06","10,042.21",1.51,2.03,5.12,2.64,3.60,7.33,7.16,10.86,6.82,10.43,1.54,2.16,5.36,2.72,3.71,0.00,84.28,44.99,88.17,82.82,2.35,2.14,3.57,2.74,4.31,1.54,2.16,5.36,2.72,3.71,0.08,0.08,0.05,0.10,0.05
Mahindra Holidays and Resorts India Ltd.,7.92,7.58,9.46,-8.14,4.81,7.89,7.58,9.46,-8.14,4.80,14.83,13.57,17.27,-0.49,8.67,37.16,-13.79,-32.69,-42.24,-33.17,37.16,28.24,25.18,13.25,22.33,0.00,0.00,0.00,0.00,0.00,59.60,48.07,61.86,73.50,69.10,19.05,17.24,21.53,18.18,11.41,12.12,11.24,13.72,10.53,7.54,10.67,10.18,12.75,9.32,7.54,7.90,7.57,9.46,-8.14,4.81,31.95,35.86,34.80,24.72,16.50,20.33,23.38,22.18,14.32,10.91,17.89,21.18,20.61,12.68,10.90,13.25,15.74,15.29,-11.07,6.95,21.26,-54.88,-28.94,0.00,-14.48,4.06,4.05,3.50,2.52,1.89,2.26,2.32,2.05,-1.68,1.05,0.54,0.00,-0.27,-0.24,0.00,0.18,0.15,13.44,15.21,15.17,1.99,1.90,2.19,2.38,2.41,1.99,1.90,2.19,2.37,2.40,0.00,0.00,181.21,206.87,163.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,700.23","4,211.92","2,576.35","1,776.78","3,163.02",4.77,4.38,3.13,1.82,3.44,14.91,12.22,9.00,7.35,20.86,4.53,4.78,3.41,1.89,3.47,0.00,0.00,0.00,0.00,0.00,7.26,-16.67,-6.45,-3.29,-7.24,4.53,4.78,3.41,1.89,3.47,0.03,0.03,0.04,-0.06,0.02
Oil and Natural Gas Corporation Ltd.,30.86,32.04,8.94,10.69,20.86,30.86,32.04,8.94,10.69,20.86,44.22,46.41,21.92,25.49,33.78,204.96,188.51,162.60,154.48,161.36,204.96,188.51,162.60,154.48,161.36,11.25,10.50,3.60,5.00,7.00,123.62,87.69,54.12,76.44,87.13,62.90,48.87,26.68,37.13,46.28,49.55,34.50,13.71,22.33,33.74,40.06,32.62,13.04,16.19,31.76,30.86,32.04,8.94,10.69,21.24,50.87,55.72,49.30,48.57,53.12,40.07,39.34,25.32,29.21,38.72,32.40,37.20,24.09,21.18,36.45,24.96,36.53,16.51,13.98,24.37,15.05,16.99,5.49,6.91,13.16,19.12,14.43,6.12,10.96,16.61,10.57,11.95,3.53,4.53,8.83,0.03,0.03,0.07,0.07,0.11,0.44,0.34,21.38,32.41,36.26,1.29,0.98,0.86,0.67,0.61,1.09,0.77,0.63,0.45,0.44,0.48,0.40,8.03,11.23,14.14,0.00,28.40,19.57,53.80,35.91,0.00,19.60,7.98,22.56,22.57,0.00,71.60,80.43,46.20,64.09,0.00,80.40,92.02,77.44,77.43,"175,547.07","212,351.43","143,227.65","98,904.39","221,808.33",1.13,1.92,2.10,1.03,2.02,2.22,3.45,4.27,2.12,3.81,1.22,1.87,1.89,0.89,1.83,0.00,71.59,80.42,46.19,64.08,0.74,0.87,0.63,0.44,0.99,1.22,1.87,1.89,0.89,1.83,0.20,0.20,0.09,0.16,0.13
Lux Industries Ltd.,48.80,113.53,90.91,60.10,40.12,48.80,113.53,90.91,60.10,40.12,52.99,114.69,109.61,73.80,42.47,467.49,420.61,381.03,280.18,156.20,467.49,420.61,381.03,280.18,156.20,5.00,12.00,0.00,12.50,3.50,756.54,726.20,731.48,628.06,456.12,76.38,156.79,148.72,104.83,71.51,70.28,151.17,142.27,99.24,67.27,63.32,146.73,138.15,91.54,58.36,46.89,109.07,103.16,68.20,38.23,10.09,21.58,20.33,16.69,15.67,9.28,20.81,19.44,15.80,14.74,8.36,20.20,18.88,14.57,12.79,6.19,15.01,14.10,10.85,8.38,10.02,25.93,27.07,24.34,24.47,14.62,34.90,36.18,34.10,41.47,7.04,17.31,18.64,14.70,12.61,0.14,0.23,0.10,0.29,0.43,1.17,1.32,1.44,135.44,150.44,2.99,2.74,2.96,2.31,1.77,1.85,1.41,1.87,1.25,1.10,1.43,1.85,1.64,3.41,4.82,0.00,10.57,0.00,18.86,4.98,0.00,10.05,0.00,17.43,4.48,0.00,89.43,0.00,81.14,95.02,0.00,89.95,0.00,82.57,95.52,"3,814.60","7,099.79","4,532.69","2,693.12","3,822.40",1.61,3.12,2.34,1.62,3.16,15.96,14.47,11.50,9.69,20.17,1.54,3.02,2.38,1.49,3.02,0.00,89.42,0.00,81.13,95.01,2.49,5.22,4.57,3.35,8.81,1.54,3.02,2.38,1.49,3.02,0.04,0.05,0.06,0.07,0.03
LTIMindtree Ltd.,143.93,129.14,102.51,89.31,85.31,143.70,128.77,101.85,88.45,84.11,165.39,145.66,117.49,101.20,89.84,540.51,480.17,396.67,300.51,270.89,540.51,480.17,396.67,300.51,270.89,60.00,55.00,40.00,28.00,28.00,"1,080.25",823.22,660.92,585.30,511.91,215.24,192.38,156.11,131.46,117.94,193.65,175.91,140.82,119.48,112.87,188.78,172.02,136.71,115.34,112.63,143.79,129.19,102.19,89.22,84.78,19.92,23.36,23.61,22.46,23.03,17.92,21.36,21.30,20.41,22.04,17.47,20.89,20.68,19.70,22.00,13.31,15.69,15.46,15.24,16.56,26.60,26.90,25.76,29.68,31.29,33.03,33.88,32.13,33.35,41.38,18.95,19.31,17.90,18.66,23.69,0.00,0.00,0.00,0.00,0.00,1.87,1.33,1.26,122.45,143.05,3.23,3.19,3.27,2.87,3.27,3.23,3.19,3.27,2.87,3.27,0.00,0.00,0.00,0.00,0.00,0.00,38.69,29.76,31.40,30.66,0.00,34.32,25.89,27.68,28.93,0.00,61.31,70.24,68.60,69.34,0.00,65.68,74.11,72.32,71.07,"138,199.70","107,087.60","70,437.50","24,521.91","29,089.68",4.32,7.43,6.09,2.41,3.27,21.69,31.81,25.78,10.72,14.18,4.40,7.48,6.12,2.44,3.29,0.00,61.30,70.23,68.59,69.33,8.80,12.82,10.20,4.76,6.22,4.40,7.48,6.12,2.44,3.29,0.03,0.02,0.03,0.06,0.05
Rain Industries Ltd.,0.82,0.93,0.81,1.05,1.80,0.82,0.93,0.81,1.05,1.80,0.84,0.95,0.83,1.07,1.81,26.86,27.03,27.10,27.28,27.23,26.86,27.03,27.10,27.28,27.23,2.00,1.00,1.00,1.00,1.00,1.61,1.59,1.42,1.90,3.13,1.22,1.42,1.41,1.72,2.90,1.20,1.40,1.39,1.71,2.88,0.96,1.16,1.03,1.15,2.30,0.82,0.93,0.81,1.05,1.80,75.96,89.26,99.58,90.87,92.50,74.71,88.10,98.22,89.96,92.01,59.89,72.98,72.74,60.69,73.40,51.31,58.19,57.32,55.55,57.39,3.07,3.42,2.99,3.86,6.60,4.46,4.45,4.85,4.82,7.77,2.56,2.75,2.27,2.77,4.62,0.18,0.16,0.06,0.29,0.36,0.05,0.05,0.04,4.99,8.05,0.67,1.27,1.08,1.12,1.01,0.67,1.27,1.08,1.12,1.01,0.00,0.00,0.00,0.00,0.00,121.22,107.92,123.19,94.90,111.25,118.34,105.81,120.36,93.36,110.30,-21.22,-7.92,-23.19,5.10,-11.25,-18.34,-5.81,-20.36,6.64,-10.30,"5,888.86","8,194.10","4,282.54","3,561.73","4,840.20",108.90,153.03,89.92,55.83,45.94,143.36,171.42,90.30,61.44,49.66,106.24,150.66,89.34,51.99,42.86,-21.22,-7.92,-23.19,5.09,-11.25,6.36,8.87,4.67,3.61,4.93,106.25,150.66,89.35,51.99,42.86,0.00,0.00,0.01,0.01,0.01
Lupin Ltd.,9.35,-4.16,27.77,16.07,34.03,9.31,-4.16,27.65,15.99,33.89,21.40,7.16,38.82,27.51,43.43,404.66,399.34,409.20,385.72,378.28,404.66,399.34,409.20,385.72,378.28,4.00,4.00,6.50,6.00,5.00,247.45,259.00,243.68,243.39,250.97,25.80,9.38,47.90,52.60,69.48,13.75,-1.94,36.82,41.15,60.06,11.59,-3.55,35.92,23.23,51.77,9.35,-4.15,27.74,16.06,34.01,10.42,3.61,19.65,21.61,27.68,5.55,-0.74,15.10,16.90,23.93,4.68,-1.37,14.74,9.54,20.62,3.77,-1.60,11.38,6.59,13.55,2.30,-1.03,6.77,4.16,8.98,3.28,-0.46,8.66,10.28,15.36,1.87,-0.84,5.75,3.51,7.81,0.03,0.04,0.02,0.00,0.00,0.50,0.53,50.57,53.31,57.67,2.09,2.38,3.72,4.24,4.75,1.25,1.49,2.67,3.27,3.59,1.02,0.96,4.08,4.44,4.92,0.00,-156.37,21.60,31.10,14.69,0.00,90.65,15.43,18.15,11.50,0.00,256.37,78.40,68.90,85.31,0.00,9.35,84.57,81.85,88.50,"29,989.67","34,633.88","46,335.43","25,413.08","33,385.05",2.66,2.94,4.19,2.30,2.94,25.55,81.28,21.32,10.67,10.62,2.62,2.88,4.19,2.42,2.94,0.00,256.37,78.39,68.89,85.30,1.60,1.87,2.49,1.53,1.95,2.62,2.88,4.19,2.42,2.94,0.01,-0.01,0.03,0.03,0.05
LIC Housing Finance Ltd.,52.56,43.14,54.18,47.59,48.17,52.56,43.14,54.18,47.59,48.17,53.72,42.51,55.13,48.52,48.38,492.38,448.25,406.40,360.29,322.00,492.38,448.25,406.40,360.29,322.00,8.50,8.50,8.50,8.00,7.60,411.65,361.90,393.05,390.07,343.75,359.89,308.58,353.51,358.47,322.46,358.70,307.63,352.53,357.52,322.23,64.63,50.48,66.31,64.74,66.93,52.53,41.56,54.15,47.57,48.14,87.42,85.26,89.94,91.89,93.80,87.13,85.00,89.69,91.65,93.73,15.69,13.94,16.87,16.59,19.46,12.76,11.48,13.77,12.19,14.00,10.66,9.27,13.32,13.20,14.95,70.94,9.82,10.67,10.95,10.11,1.03,0.89,1.16,1.10,1.21,8.97,9.07,10.13,10.52,10.50,0.09,0.08,8.42,9.08,8.65,1.10,3.07,3.40,4.14,5.02,1.10,3.07,3.40,4.14,5.02,0.00,0.00,0.00,0.00,0.00,0.00,20.44,14.76,15.96,14.11,0.00,19.98,14.50,15.65,14.04,0.00,79.56,85.24,84.04,85.89,0.00,80.02,85.50,84.35,85.96,"260,328.20","242,507.64","228,131.68","201,229.15","194,590.06",11.49,12.17,11.49,10.22,11.21,13.14,14.28,12.78,11.12,11.95,0.80,0.99,1.09,0.60,1.55,0.00,79.55,85.23,84.03,85.88,0.67,0.80,1.05,0.65,1.66,0.80,0.99,1.09,0.60,1.55,0.16,0.12,0.13,0.20,0.09
Lemon Tree Hotels Ltd.,1.02,-0.20,-0.52,0.41,0.80,1.02,-0.20,-0.52,0.41,0.80,1.27,0.06,-0.23,0.68,1.05,13.52,12.49,12.69,13.21,13.07,13.52,12.49,12.69,13.21,13.07,0.00,0.00,0.00,0.00,0.00,3.92,1.63,1.01,3.41,3.46,2.25,0.54,0.25,1.38,1.27,2.00,0.28,-0.03,1.11,1.02,1.43,-0.29,-0.68,0.51,0.61,1.02,-0.20,-0.52,0.41,0.80,57.40,33.26,24.71,40.45,36.71,50.97,16.98,-3.45,32.41,29.45,36.52,-17.49,-67.40,15.07,17.72,25.90,-12.42,-50.96,11.94,23.13,7.50,-1.62,-4.05,3.08,6.13,10.28,1.50,-0.18,5.85,6.07,4.83,-1.04,-2.54,1.99,4.45,0.51,0.35,0.34,0.31,0.27,0.19,0.08,4.99,16.67,19.25,0.80,1.00,1.40,1.27,1.52,0.77,0.98,1.38,1.25,1.50,5.30,0.00,41.64,115.41,134.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,650.92","5,347.73","3,233.00","2,053.03","6,621.01",21.44,41.39,40.46,7.62,24.22,37.34,124.45,163.71,18.82,65.98,19.72,38.87,36.69,6.45,23.23,0.00,0.00,0.00,0.00,0.00,5.72,5.08,2.92,1.67,6.16,19.72,38.89,36.70,6.45,23.24,0.01,0.00,-0.01,0.02,0.01
Life Insurance Corporation of India Ltd.,57.55,6.39,4.59,,,57.55,6.39,4.59,,,57.55,7.08,331.35,,,72.20,16.46,636.07,,,72.20,16.46,636.07,,,3.00,1.50,0.00,,,"1,235.67","1,139.15","68,162.85",,,69.21,22.60,"1,142.30",,,69.21,21.92,"1,101.01",,,69.21,21.78,"1,089.77",,,57.55,6.39,290.06,,,5.60,1.98,1.67,,,5.60,1.92,1.61,,,5.60,1.91,1.59,,,4.65,0.56,0.42,,,79.69,38.84,45.60,,,0.97,0.33,0.29,,,0.79,0.09,0.07,,,0.00,0.00,0.00,,,0.18,0.18,0.19,,,3.58,2.68,2.16,,,3.58,2.68,2.16,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,"299,812.55",0.00,0.00,,,0.38,0.00,0.00,,,6.85,0.00,0.00,,,0.43,0.00,0.00,,,0.00,0.00,0.00,,,7.40,0.00,0.00,,,0.43,0.00,0.00,,,0.11,0.00,0.00,,
Laxmi Organic Industries Ltd.,5.08,8.77,5.40,3.21,15.54,5.05,8.77,5.38,3.21,15.54,7.74,10.46,6.36,28.05,23.72,53.54,48.78,39.61,97.95,91.02,53.54,48.78,39.61,97.95,91.02,0.50,0.70,0.50,0.39,0.30,101.57,113.65,60.91,301.82,285.50,10.27,12.89,8.04,27.82,31.49,7.61,11.20,6.32,17.24,23.31,6.92,10.68,5.74,20.08,20.56,5.08,8.77,4.65,17.47,15.54,10.11,11.34,13.19,9.21,11.03,7.49,9.85,10.37,5.71,8.16,6.80,9.39,9.42,6.65,7.20,5.00,7.71,7.63,5.78,5.44,9.49,17.97,11.73,17.83,17.07,12.71,22.51,15.51,14.10,21.23,5.78,10.84,7.06,7.67,8.12,0.26,0.07,0.02,0.22,0.24,1.21,1.55,1.16,132.65,149.19,1.53,1.65,1.94,1.37,1.41,1.20,1.29,1.68,1.07,1.09,6.32,7.07,5.17,9.41,11.15,0.00,5.70,6.42,2.22,1.93,0.00,4.78,4.69,1.38,1.26,0.00,94.30,93.58,97.78,98.07,0.00,95.22,95.31,98.62,98.74,"6,157.61","10,461.33","4,081.38",0.00,0.00,2.29,3.49,2.54,0.00,0.00,22.61,30.79,19.26,0.00,0.00,2.19,3.52,2.86,0.00,0.00,0.00,94.29,93.57,97.77,98.06,4.16,8.19,4.40,0.00,0.00,2.19,3.52,2.86,0.00,0.00,0.02,0.02,0.03,0.00,0.00
Linde India Ltd.,62.82,51.24,60.26,18.24,85.27,62.82,51.24,60.26,18.24,85.27,92.47,73.18,81.53,38.87,106.05,365.13,353.44,315.54,258.40,250.56,365.13,353.44,315.54,258.40,250.56,12.00,0.00,3.00,10.50,10.00,367.66,293.76,247.64,172.50,206.58,102.36,78.03,70.50,47.78,51.08,72.71,56.10,49.23,27.14,30.30,72.04,55.57,83.40,27.72,118.77,62.82,51.24,60.26,18.24,85.27,27.84,26.56,28.46,27.69,24.72,19.77,19.09,19.88,15.73,14.66,19.59,18.91,33.67,16.06,57.49,17.08,17.44,24.33,10.57,41.27,17.20,14.49,19.09,7.05,34.03,17.98,14.25,13.42,9.08,10.63,12.22,9.98,12.83,4.79,22.61,0.00,0.00,0.00,0.00,0.00,0.75,0.60,0.58,45.33,54.80,2.21,2.10,2.13,1.50,1.17,2.13,2.02,2.05,1.40,1.09,11.26,9.32,5.71,21.45,26.94,0.00,0.00,4.97,54.83,1.75,0.00,0.00,3.67,25.72,1.41,0.00,0.00,95.03,45.17,98.25,0.00,0.00,96.33,74.28,98.59,"33,189.90","27,993.22","20,254.57","7,958.20","5,416.83",10.59,11.17,9.59,5.41,3.07,38.02,42.06,33.69,19.53,12.43,10.97,11.67,10.06,5.63,3.21,0.00,0.00,95.02,45.16,98.24,11.04,9.70,7.89,3.76,2.64,10.97,11.67,10.06,5.63,3.21,0.02,0.01,0.02,0.02,0.13
Larsen & Toubro Ltd.,55.85,56.09,80.74,47.59,53.43,55.81,56.03,80.65,47.53,53.34,65.60,64.42,88.02,54.85,60.53,508.91,477.66,430.13,371.65,356.79,508.91,477.66,430.13,371.65,356.79,24.00,22.00,36.00,18.00,18.00,786.20,718.84,521.99,586.82,586.62,94.84,90.16,76.19,68.71,73.89,85.08,81.82,68.89,61.44,66.76,69.96,71.23,31.60,49.76,65.72,55.84,56.08,80.72,47.58,53.41,12.06,12.54,14.59,11.70,12.59,10.82,11.38,13.19,10.46,11.38,8.89,9.90,6.05,8.47,11.20,7.10,7.80,15.46,8.10,9.10,10.97,11.74,18.76,12.80,14.96,14.63,14.20,12.55,14.33,17.21,4.55,4.67,7.66,4.71,6.00,0.25,0.30,0.39,0.49,0.24,0.65,0.64,49.55,58.19,66.00,1.37,1.39,1.46,1.18,1.30,1.34,1.36,1.42,1.14,1.25,4.01,4.20,25.65,29.74,24.57,0.00,32.08,22.29,21.01,0.00,0.00,27.93,20.44,18.23,0.00,0.00,67.92,77.71,78.99,0.00,0.00,72.07,79.56,81.77,0.00,"317,837.06","262,135.34","219,259.78","135,120.58","198,517.33",2.88,2.60,2.99,1.64,2.41,23.84,20.69,20.49,14.01,19.15,2.75,2.46,2.72,1.37,2.36,0.00,67.91,77.70,78.98,0.00,4.25,3.70,3.30,2.17,3.88,2.75,2.46,2.72,1.37,2.36,0.03,0.03,0.06,0.06,0.04
Lakshmi Machine Works Ltd.,327.82,168.19,44.43,42.12,174.15,327.82,168.19,44.43,42.12,174.15,396.56,220.44,92.69,89.17,223.83,"2,152.95","1,858.30","1,666.44","1,550.42","1,582.29","2,152.95","1,858.30","1,666.44","1,550.42","1,582.29",98.50,40.00,10.00,10.00,35.00,"4,243.41","2,875.22","1,581.63","1,469.72","2,467.38",523.11,290.20,138.49,109.69,350.56,454.38,237.95,90.23,62.64,303.91,454.38,221.80,69.45,60.29,268.19,327.83,168.19,44.43,42.12,177.18,12.32,10.09,8.75,7.46,14.20,10.70,8.27,5.70,4.26,12.31,10.70,7.71,4.39,4.10,10.86,7.72,5.84,2.80,2.86,7.18,15.22,9.05,2.66,2.71,11.19,18.09,10.43,4.97,3.84,18.64,8.61,4.96,1.73,1.92,7.80,0.00,0.00,0.00,0.00,0.00,1.18,0.97,61.61,67.04,108.62,1.59,1.51,2.00,2.10,1.78,1.12,1.09,1.59,1.64,1.33,5.21,4.90,5.21,5.73,8.56,0.00,5.94,22.50,83.09,23.15,0.00,4.53,10.78,39.25,18.32,0.00,94.06,77.50,16.91,76.85,0.00,95.47,89.22,60.75,81.68,"9,960.59","9,826.14","6,490.11","1,838.45","5,985.77",2.20,3.20,3.84,1.17,2.27,17.82,31.70,43.87,15.69,15.98,2.35,3.35,4.29,1.57,2.47,0.00,94.05,77.49,16.90,76.84,4.63,5.18,4.07,1.48,3.85,2.35,3.35,4.29,1.57,2.47,0.03,0.02,0.01,0.02,0.03
Mahindra Logistics Ltd.,8.97,3.40,3.35,7.72,11.85,8.94,3.39,3.35,7.68,11.80,32.47,21.55,14.89,16.93,13.87,87.24,79.98,78.87,76.22,69.82,87.24,79.98,78.87,76.22,69.82,2.50,2.00,2.50,1.50,1.80,619.46,505.23,412.88,455.81,513.02,40.06,26.32,19.05,22.51,20.32,16.55,8.17,7.50,13.30,18.26,11.18,4.55,4.55,11.28,18.24,8.96,3.40,3.35,7.71,11.82,6.46,5.20,4.61,4.93,3.96,2.67,1.61,1.81,2.91,3.55,1.80,0.90,1.10,2.47,3.55,1.44,0.67,0.81,1.69,2.30,10.27,4.25,4.24,10.11,16.92,12.58,6.85,7.07,14.00,25.36,2.98,1.32,1.51,4.14,7.53,0.24,0.00,0.00,0.00,0.00,2.22,2.11,2.03,245.18,326.97,1.06,1.16,1.33,1.39,1.51,1.06,1.16,1.33,1.39,1.51,7.15,0.00,0.00,0.00,0.00,0.00,73.40,44.76,28.11,15.22,0.00,11.58,10.06,12.80,12.97,0.00,26.60,55.24,71.89,84.78,0.00,88.42,89.94,87.20,87.03,"2,582.36","3,509.51","3,956.48","1,515.74","3,666.64",0.58,0.97,1.34,0.46,1.00,8.96,18.56,28.99,9.41,25.26,0.57,1.00,1.40,0.50,1.02,0.00,26.59,55.23,71.88,84.77,4.06,6.33,7.35,2.96,7.49,0.57,1.00,1.40,0.50,1.02,0.03,0.01,0.01,0.03,0.02
